,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,SERRO,MERRO,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Use Type,Household Id,FWEIGHT,Weight of Non-improved Seed,Closure Error,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Hectar,Area in Square meter,Sampling Weight,Production Of Condition in Kg,Production
2473,1.0,2.0,2.0,5.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,10.0,335.71,12.9,0.88,547.26,547.26,0.054726,547.26,335.71,766.16,76.616
2484,1.0,2.0,2.0,5.0,4.0,1.0,1.0,10.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,50.0,1.0,14.0,335.71,4.6,1.48,101.6,101.6,0.01016,101.6,335.71,142.24,14.224
2491,1.0,2.0,2.0,5.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,22.0,335.71,3.0,0.46,182.33,182.33,0.018233,182.33,335.71,255.26,25.526
2494,1.0,2.0,2.0,5.0,4.0,1.0,1.0,11.0,2.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,22.0,335.71,9.1,3.35,252.47,252.47,0.025247,252.47,335.71,353.46000000000004,35.346
2497,1.0,2.0,2.0,5.0,4.0,1.0,1.0,14.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,22.0,335.71,10.25,1.77,297.36,297.36,0.029736,297.36,335.71,416.3,41.63
2500,1.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,26.0,335.71,9.6,1.59,367.68,367.68,0.036768,367.68,335.71,514.75,51.475
2518,1.0,2.0,2.0,5.0,4.0,2.0,1.0,32.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,26.0,335.71,5.6,1.07,446.09,446.09,0.044609,446.09,335.71,624.53,62.453
2528,1.0,2.0,2.0,5.0,4.0,1.0,1.0,9.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,34.0,335.71,2.8,1.39,134.58,134.58,0.013458,134.58,335.71,188.41000000000003,18.841
2530,1.0,2.0,2.0,5.0,4.0,1.0,1.0,10.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,34.0,335.71,1.8,0.32,90.92,90.92,0.009092,90.92,335.71,127.28999999999999,12.729
2533,1.0,2.0,2.0,5.0,4.0,1.0,1.0,14.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,335.71,3.0,0.3,289.73,289.73,0.028973,289.73,335.71,405.61999999999995,40.562
2543,1.0,2.0,2.0,5.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,38.0,335.71,5.0,0.25,352.48,352.48,0.035248,352.48,335.71,493.47,49.347
2548,1.0,2.0,2.0,5.0,4.0,1.0,1.0,16.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,38.0,335.71,9.5,0.2,509.96,509.96,0.050996,509.96,335.71,713.94,71.394
2559,1.0,2.0,2.0,5.0,4.0,1.0,1.0,9.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,46.0,335.71,1.8,0.37,146.43,146.43,0.014643,146.43,335.71,204.99999999999997,20.5
2560,1.0,2.0,2.0,5.0,4.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,46.0,335.71,18.8,0.64,1169.33,1169.33,0.116933,1169.33,335.71,1637.06,163.706
2567,1.0,2.0,2.0,5.0,4.0,2.0,1.0,5.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,50.0,335.71,2.43,0.33,95.28,95.28,0.009528,95.28,335.71,133.39000000000001,13.339
2573,1.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,58.0,335.71,14.2,0.69,1189.25,1189.25,0.118925,1189.25,335.71,1664.95,166.495
2581,1.0,2.0,2.0,5.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,50.0,1.0,62.0,335.71,4.41,1.06,154.68,154.68,0.015468,154.68,335.71,216.55,21.655
2585,1.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,335.71,8.6,1.41,586.2,586.2,0.05862,586.2,335.71,820.68,82.068
2591,1.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,74.0,335.71,4.4,1.85,132.84,132.84,0.013284,132.84,335.71,185.98,18.598
2594,1.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,74.0,335.71,9.1,0.29,449.37,449.37,0.044937,449.37,335.71,629.12,62.912
2622,1.0,2.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,106.0,335.71,2.4,0.71,111.16,111.16,0.011116,111.16,335.71,155.62,15.562
2632,1.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,118.0,335.71,1.6,2.54,154.86,154.86,0.015486,154.86,335.71,216.8,21.68
2639,1.0,2.0,2.0,5.0,4.0,2.0,1.0,7.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,118.0,335.71,2.5,0.88,340.22,340.22,0.034022,340.22,335.71,476.30999999999995,47.631
2658,1.0,2.0,2.0,9.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,17.0,430.7,4.6,1.12,265.82,265.82,0.026582,265.82,430.7,332.28,33.228
2661,1.0,2.0,2.0,9.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,17.0,430.7,10.25,1.64,1346.17,1346.17,0.134617,1346.17,430.7,1682.71,168.271
2669,1.0,2.0,2.0,9.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,46.0,430.7,2.2,0.62,906.59,906.59,0.090659,906.59,430.7,1133.24,113.324
2679,1.0,2.0,2.0,9.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,60.0,430.7,5.25,2.25,97.89,97.89,0.009789,97.89,430.7,122.36,12.236
2695,1.0,2.0,2.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,126.0,430.7,13.206250477473482,1.66,2780.27,2778.14,0.278027,2780.27,430.7,3475.34,347.534
2700,1.0,2.0,2.0,9.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,133.0,430.7,20.6,1.86,1574.5,1514.0311364418371,0.15745,1574.5,430.7,1968.13,196.813
2703,1.0,2.0,2.0,9.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,147.0,430.7,7.2,0.96,396.11,396.11,0.039611,396.11,430.7,495.14,49.514
2717,1.0,2.0,2.0,9.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,175.0,430.7,10.0,3.45,262.93,262.93,0.026293,262.93,430.7,328.65999999999997,32.866
2719,1.0,2.0,2.0,9.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,175.0,430.7,10.0,2.93,142.4,142.4,0.01424,142.4,430.7,178.0,17.8
2726,1.0,2.0,2.0,9.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,217.0,430.7,25.0,2.47,2856.21,2856.21,0.285621,2856.21,430.7,3570.2599999999998,357.026
2728,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,2.0,335.47,5.0,1.95,700.86,700.86,0.070086,700.86,335.47,876.0799999999999,87.608
2734,1.0,2.0,2.0,13.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,12.0,335.47,5.68,0.49,339.38,339.38,0.033938,339.38,335.47,424.23,42.423
2747,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,27.0,335.47,8.0,1.3,117.72,117.72,0.011772,117.72,335.47,147.15,14.715
2758,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,32.0,335.47,1.5,1.34,128.76,128.76,0.012876,128.76,335.47,160.95,16.095
2767,1.0,2.0,2.0,13.0,7.0,1.0,1.0,5.0,3.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,32.0,335.47,2.5,0.65,90.04,90.04,0.009004,90.04,335.47,112.55,11.255
2777,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,57.0,335.47,11.56,1.61,815.77,815.77,0.081577,815.77,335.47,1019.71,101.971
2778,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,57.0,335.47,2.04,1.47,261.14,261.14,0.026114,261.14,335.47,326.43,32.643
2780,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,8.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,57.0,335.47,4.2,1.72,419.87,419.87,0.041987,419.87,335.47,524.84,52.484
2788,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,62.0,335.47,3.28,1.1,154.38,154.38,0.015438,154.38,335.47,192.98,19.298
2789,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,62.0,335.47,3.28,1.9,231.17,231.17,0.023117,231.17,335.47,288.96000000000004,28.896
2790,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,62.0,335.47,2.5,0.72,232.49,232.49,0.023249,232.49,335.47,290.61,29.061
2799,1.0,2.0,2.0,13.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,72.0,335.47,5.2,0.51,351.74,351.74,0.035174,351.74,335.47,439.68,43.968
2800,1.0,2.0,2.0,13.0,7.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,72.0,335.47,2.4,1.07,120.07,120.07,0.012007,120.07,335.47,150.09,15.009
2804,1.0,2.0,2.0,13.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,72.0,335.47,2.04,1.49,229.69,229.69,0.022969,229.69,335.47,287.11,28.711
2811,1.0,2.0,2.0,13.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,77.0,335.47,12.0,0.32,1628.02,1628.02,0.162802,1628.02,335.47,2035.03,203.503
2812,1.0,2.0,2.0,13.0,7.0,1.0,1.0,5.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,77.0,335.47,4.0,0.41,302.1,302.1,0.03021,302.1,335.47,377.63,37.763
2828,1.0,2.0,2.0,13.0,7.0,1.0,1.0,5.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,102.0,335.47,12.0,0.16,316.19,316.19,0.031619,316.19,335.47,395.24,39.524
2830,1.0,2.0,2.0,13.0,7.0,1.0,1.0,5.0,2.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,102.0,335.47,5.0,3.84,358.06,359.85,0.035806,358.06,335.47,447.5799999999999,44.758
2837,1.0,2.0,2.0,13.0,7.0,2.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,117.0,335.47,4.0,1.73,213.83,213.83,0.021383,213.83,335.47,267.28999999999996,26.729
2842,1.0,2.0,2.0,13.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,60.0,1.0,122.0,335.47,3.0,1.36,90.29,90.29,0.009029,90.29,335.47,112.86,11.286
2845,1.0,2.0,2.0,13.0,7.0,2.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,122.0,335.47,13.206250477473482,1.25,785.65,785.65,0.078565,785.65,335.47,982.0600000000001,98.206
2871,1.0,2.0,2.0,13.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,137.0,335.47,13.206250477473482,0.92,3776.94,3776.94,0.377694,3776.94,335.47,4721.179999999999,472.118
2876,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,7.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,147.0,335.47,3.0,2.82,245.41,245.41,0.024541,245.41,335.47,306.76,30.676
2878,1.0,2.0,2.0,13.0,7.0,1.0,1.0,1.0,8.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,147.0,335.47,1.04,0.78,146.32,146.32,0.014632,146.32,335.47,182.9,18.29
2881,1.0,2.0,2.0,13.0,7.0,1.0,1.0,4.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,147.0,335.47,2.5,1.32,142.71,142.74,0.014271,142.71,335.47,178.39000000000001,17.839
2887,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,335.68,3.5,1.65,317.3,317.3,0.03173,317.3,335.68,482.30000000000007,48.23
2888,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,3.0,335.68,2.15,2.97,1356.87,1356.87,0.135687,1356.87,335.68,2062.44,206.244
2891,1.0,2.0,2.0,17.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,11.0,335.68,29.0,1.81,1377.74,1377.74,0.137774,1377.74,335.68,2094.1600000000003,209.416
2896,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,1.0,15.0,335.68,7.3,1.23,345.29,345.29,0.034529,345.29,335.68,524.84,52.484
2897,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,15.0,335.68,2.3,1.21,139.47,139.47,0.013947,139.47,335.68,211.98999999999998,21.199
2898,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,15.0,335.68,3.6,0.99,234.12,234.12,0.023412,234.12,335.68,355.86,35.586
2899,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,13.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,85.0,1.0,15.0,335.68,3.8,1.56,399.91,399.91,0.039991,399.91,335.68,607.86,60.786
2901,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,23.0,335.68,10.0,0.75,527.1,527.16,0.05271,527.1,335.68,801.19,80.119
2902,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,23.0,335.68,8.2,1.1,718.53,718.53,0.071853,718.53,335.68,1092.1699999999998,109.217
2903,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,23.0,335.68,12.1,1.76,676.46,676.46,0.067646,676.46,335.68,1028.22,102.822
2904,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,23.0,335.68,12.4,0.4,583.52,583.52,0.058352,583.52,335.68,886.95,88.695
2910,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,23.0,335.68,7.3,1.96,191.45,191.45,0.019145,191.45,335.68,291.0,29.1
2914,1.0,2.0,2.0,17.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,27.0,335.68,29.2,1.07,631.49,631.49,0.063149,631.49,335.68,959.8599999999999,95.986
2915,1.0,2.0,2.0,17.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,27.0,335.68,14.6,0.1,206.45,206.45,0.020645,206.45,335.68,313.8,31.38
2917,1.0,2.0,2.0,17.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,335.68,14.6,1.14,557.55,557.55,0.055755,557.55,335.68,847.48,84.748
2925,1.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,30.0,1.0,41.0,335.68,57.0,1.05,773.04,773.04,0.077304,773.04,335.68,1175.02,117.502
2938,1.0,2.0,2.0,17.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,49.0,335.68,35.0,2.54,1195.85,1195.85,0.119585,1195.85,335.68,1817.69,181.769
2939,1.0,2.0,2.0,17.0,5.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,49.0,335.68,54.5,0.9,1929.1,1929.1,0.19291,1929.1,335.68,2932.23,293.223
2940,1.0,2.0,2.0,17.0,5.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,49.0,335.68,35.0,2.68,1874.47,1874.47,0.187447,1874.47,335.68,2849.19,284.919
