,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of NPS fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Quantity of OTHER fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
832,50.0,1.0,1.0,5.0,11.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,145.0,459.96,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,19869.0,0.019869,198.69,25.41,156.73,10.0,31414.0,0.31414,31.414,0.0
1208,50.0,1.0,2.0,1.0,7.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,115.0,470.24,6.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.95,28973.0,0.028973,289.73,228.55,228.55,3.0,20995.0,0.20995,20.995,3.5
1222,50.0,1.0,2.0,1.0,7.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,139.0,470.24,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,16877.0,0.016877,168.77,133.13,133.13,1.0,12230.0,0.1223,12.23,0.0
1229,50.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,151.0,470.24,2.22,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.16,7152.0,0.007152,71.52,56.42,56.42,1.0,5183.0,0.05183,5.183,0.88
1300,50.0,1.0,2.0,2.0,7.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,77.0,1071.36,4.27,0.0,0.0,0.0,0.0,0.0,1.56,1.78,0.0,1.01,15351.0,0.015351,153.51,121.09,121.09,1.0,16469.0,0.16469,16.469,3.34
1350,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,27.0,474.94,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,20061.0,0.020061,200.61,158.25,158.25,1.0,21523.0,0.21523,21.523,0.0
1354,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,40.0,474.94,2.4,0.0,0.0,0.0,0.0,0.0,2.2,2.45,0.0,0.41,31984.0,0.031984,319.84,252.3,252.3,2.0,34314.0,0.34314,34.314,4.65
1355,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,40.0,474.94,0.6,0.0,0.0,0.0,0.0,0.0,0.44,0.49,0.0,1.0,21172.0,0.021172,211.72,167.01,167.01,1.0,22714.0,0.22714,22.714,0.9299999999999999
1356,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,40.0,474.94,1.8,0.0,0.0,0.0,0.0,0.0,1.76,1.96,0.0,2.65,51981.0,0.051981,519.81,410.04,410.04,4.0,55768.0,0.55768,55.768,3.7199999999999998
1357,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,40.0,474.94,0.6,0.0,0.0,0.0,0.0,0.0,0.44,0.49,0.0,1.76,12427.0,0.012427,124.27,98.03,98.03,1.0,13333.0,0.13333,13.333,0.9299999999999999
1365,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,53.0,474.94,1.8,0.0,0.0,0.0,0.0,0.0,2.2,4.9,0.0,1.95,19682.0,0.019682,196.82,155.26,155.26,2.0,21115.0,0.21115,21.115,7.1000000000000005
1366,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,53.0,474.94,1.8,0.0,0.0,0.0,0.0,0.0,2.2,2.45,0.0,0.89,12337.0,0.012337,123.37,97.32,97.32,2.0,13236.0,0.13236,13.236,4.65
1377,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,66.0,474.94,3.6,0.0,0.0,0.0,0.0,0.0,0.88,0.98,0.0,1.17,25070.0,0.02507,250.7,197.76,197.76,0.3,26897.0,0.26897,26.897,1.8599999999999999
1387,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,79.0,474.94,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,57583.0,0.057583,575.83,454.23,454.23,6.0,61779.0,0.61779,61.779,0.0
1396,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,106.0,474.94,3.6,0.0,0.0,0.0,0.0,0.0,1.76,1.96,0.0,0.16,33574.0,0.033574,335.74,264.84,264.84,2.0,36020.0,0.3602,36.02,3.7199999999999998
1406,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,119.0,474.94,0.6,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,8582.0,0.008582,85.82,67.7,67.7,1.0,9207.0,0.09207,9.207,0.88
1415,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,132.0,474.94,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,14284.0,0.014284,142.84,112.68,112.68,2.0,15325.0,0.15325,15.325,1.5
1417,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,132.0,474.94,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,10118.0,0.010118,101.18,79.81,79.81,2.0,10856.0,0.10856,10.856,1.5
1418,50.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,132.0,474.94,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,18732.0,0.018732,187.32,147.76,147.76,2.0,20096.0,0.20096,20.096,1.5
1422,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,147.0,474.94,4.8,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,34608.0,0.034608,346.08,273.63,273.0,2.0,37129.0,0.37129,37.129,1.56
1424,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,100.0,8.0,1.0,0.0,147.0,474.94,0.6,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,4459.0,0.004459,44.59,35.17,35.17,1.0,4784.0,0.04784,4.784,0.39
1431,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,160.0,474.94,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,59663.0,0.059663,596.63,470.64,470.64,3.0,64010.0,0.6401,64.01,0.0
1436,50.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,160.0,474.94,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,59336.0,0.059336,593.36,468.06,468.06,3.0,63659.0,0.63659,63.659,0.0
1481,50.0,1.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,17.0,447.95,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,10985.0,0.010985,109.85,86.65,86.65,0.3,13026.0,0.13026,13.026,0.0
1484,50.0,1.0,2.0,2.0,13.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,5.0,1.0,0.0,17.0,447.95,0.61,0.0,0.0,0.0,0.0,0.0,0.27,0.33,0.0,1.24,5317.0,0.005317,53.17,41.94,41.94,1.0,6304.0,0.06304,6.304,0.6000000000000001
1487,50.0,1.0,2.0,2.0,13.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,5.0,1.0,0.0,17.0,447.95,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,3820.0,0.00382,38.2,30.13,30.13,2.0,4530.0,0.0453,4.53,0.0
1496,50.0,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,31.0,447.95,1.83,0.0,0.0,0.0,0.0,0.0,1.7,2.7,0.0,1.65,13396.0,0.013396,133.96,105.67,105.67,2.0,15885.0,0.15885,15.885,4.4
1522,50.0,1.0,2.0,2.0,13.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,59.0,447.95,0.91,0.0,0.0,0.0,0.0,0.0,1.71,2.27,0.0,0.56,12751.0,0.012751,127.51,100.58,100.58,2.0,15120.0,0.1512,15.12,3.98
1523,50.0,1.0,2.0,2.0,13.0,2.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,59.0,447.95,0.91,0.0,0.0,0.0,0.0,0.0,1.71,2.27,0.0,1.05,5260.0,0.00526,52.6,41.49,41.49,1.0,6238.0,0.06238,6.238,3.98
1524,50.0,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,72.0,447.95,2.4,0.0,0.0,0.0,0.0,0.0,2.31,1.88,0.0,1.01,34096.0,0.034096,340.96,268.96,268.96,2.0,40431.0,0.40431,40.431,4.1899999999999995
1562,50.0,1.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,137.0,447.95,3.06,0.0,0.0,0.0,0.0,0.0,2.0,1.28,0.0,0.49,26977.0,0.026977,269.77,212.8,212.8,2.0,31989.0,0.31989,31.989,3.2800000000000002
1563,50.0,1.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,137.0,447.95,6.1,0.0,0.0,0.0,0.0,0.0,5.9,2.54,0.0,1.36,25812.0,0.025812,258.12,203.61,203.61,5.0,30607.0,0.30607,30.607,8.440000000000001
1584,50.0,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,5.0,1.0,0.0,190.0,447.95,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,16502.0,0.016502,165.02,130.17,130.17,15.0,19568.0,0.19568,19.568,0.0
1588,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,80.0,4.0,1.0,0.0,2.0,498.45,30.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.06,81290.0,0.08129,812.9,641.24,641.24,4.0,81857.0,0.81857,81.857,20.0
1599,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,67.0,8.0,1.0,0.0,22.0,498.45,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,11772.0,0.011772,117.72,92.86,92.86,6.0,11854.0,0.11854,11.854,0.0
1602,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,32.0,498.45,2.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.53,34769.0,0.034769,347.69,274.27,274.27,1.0,35012.0,0.35012,35.012,4.0
1616,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,56.0,498.45,10.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.86,27469.0,0.027469,274.69,216.68,216.68,2.0,27661.0,0.27661,27.661,10.0
1621,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,33.0,1.0,0.0,66.0,498.45,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.09,27406.0,0.027406,274.06,216.19,216.19,300.0,27597.0,0.27597,27.597,4.0
1625,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,75.0,33.0,1.0,0.0,76.0,498.45,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,19268.0,0.019268,192.68,151.99,151.99,300.0,19403.0,0.19403,19.403,5.0
1634,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,75.0,4.0,1.0,0.0,106.0,498.45,10.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.67,28499.0,0.028499,284.99,224.81,224.81,2.0,28698.0,0.28698,28.698,10.0
1635,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,106.0,498.45,2.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.78,9334.0,0.009334,93.34,73.63,73.63,1.0,9399.0,0.09399,9.399,5.0
1639,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,33.0,1.0,0.0,116.0,498.45,5.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.21,22228.0,0.022228,222.28,175.34,175.34,150.0,22383.0,0.22383,22.383,2.0
1646,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,126.0,498.45,2.64,0.0,0.0,0.0,0.0,0.0,3.55,3.55,0.0,1.33,68533.0,0.068533,685.33,540.61,540.61,0.25,69011.0,0.69011,69.011,7.1
1653,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,126.0,498.45,1.07,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,0.49,27896.0,0.027896,278.96,220.05,220.05,2.0,28091.0,0.28091,28.091,2.9
1654,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,33.0,1.0,0.0,136.0,498.45,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,15396.0,0.015396,153.96,121.45,121.45,300.0,15504.0,0.15504,15.504,2.0
1658,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,33.0,1.0,0.0,136.0,498.45,15.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.36,57526.0,0.057526,575.26,453.78,453.78,450.0,57928.0,0.57928,57.928,8.0
1661,50.0,1.0,2.0,2.0,17.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,33.0,1.0,0.0,136.0,498.45,10.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.41,30308.0,0.030308,303.08,239.08,239.08,100.0,30520.0,0.3052,30.52,11.0
1673,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,33.0,1.0,1.0,0.0,22.0,706.35,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,94087.0,0.094087,940.87,742.19,742.19,0.75,183289.0,1.83289,183.289,0.0
