,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
338,50.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,123.0,287.32,11.55,0.0,9.3,0.0,3.65,153308.0,1533.08,1533.08,200.833,9.3
342,50.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,133.0,287.32,11.55,0.0,0.0,0.0,1.16,112934.0,1129.34,1129.34,147.944,0.0
344,50.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,138.0,287.32,1.54,0.0,1.86,0.0,4.02,8563.0,85.63,85.63,11.218,1.86
345,50.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,138.0,287.32,100.23975722745665,0.0,0.0,0.0,3.49,138807.0,1373.16,1388.07,181.837,0.0
346,50.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,138.0,287.32,12.32,0.0,12.09,0.0,1.33,190699.0,1906.99,1906.99,249.816,12.09
347,50.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,138.0,287.32,15.4,0.0,16.42,0.0,1.6,456009.0,4560.09,4560.09,597.372,16.42
349,50.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,148.0,287.32,7.7,0.0,7.0,0.0,1.22,270518.0,2705.18,2705.18,354.379,7.0
355,50.0,1.0,1.0,2.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,2.0,348.43,16.8,0.0,20.0,0.0,3.9,319376.0,3193.76,3193.76,491.839,20.0
358,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,5.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,14.0,348.43,21.76,0.0,10.0,0.0,1.48,190903.0,1909.03,1909.03,293.991,10.0
361,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,20.0,348.43,11.2,0.0,10.0,0.0,0.41,242345.0,2423.15,2423.45,373.211,10.0
365,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,32.0,348.43,11.2,0.0,15.0,0.0,4.42,137413.0,1374.13,1374.13,211.616,15.0
367,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,38.0,348.43,22.4,0.0,20.0,0.0,0.42,234343.0,2343.43,2343.43,360.888,20.0
372,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,56.0,348.43,16.8,0.0,25.0,0.0,3.79,297356.0,2973.56,2973.56,457.928,25.0
374,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,3.0,1.0,7.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,68.0,348.43,16.32,0.0,12.5,0.0,2.16,285363.0,2853.63,2853.63,439.459,12.5
383,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,93.0,348.43,15.6,0.0,18.2,0.0,3.05,321662.0,3216.62,3216.62,495.359,18.2
389,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,123.0,348.43,25.2,0.0,20.0,0.0,0.61,176259.0,1762.59,1762.59,271.439,20.0
393,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,129.0,348.43,21.76,0.0,18.0,0.0,1.25,311180.0,3111.8,3111.8,479.217,18.0
397,50.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,141.0,348.43,10.88,0.0,12.0,0.0,2.85,209563.0,2095.63,2095.63,322.727,12.0
401,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,147.0,348.43,17.5,0.0,15.0,0.0,1.11,201215.0,2012.15,2012.15,309.871,15.0
402,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,147.0,348.43,16.8,0.0,7.0,0.0,3.95,196848.0,1968.48,1968.48,303.146,7.0
407,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,159.0,348.43,6.12,0.0,10.0,0.0,1.45,315280.0,3154.0,3152.8,485.531,10.0
408,50.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,159.0,348.43,23.76,0.0,15.0,0.0,1.56,452651.0,4515.11,4526.51,697.083,15.0
417,50.0,1.0,1.0,2.0,14.0,3.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,277.53,6.4,0.0,0.0,0.0,1.41,141224.0,1412.24,1412.24,129.926,0.0
419,50.0,1.0,1.0,2.0,14.0,3.0,2.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,26.0,277.53,8.74,0.0,0.0,0.0,2.79,77717.0,777.17,777.17,71.5,0.0
430,50.0,1.0,1.0,2.0,14.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,71.0,277.53,5.4,0.0,20.0,0.0,0.64,137719.0,1382.29,1377.19,126.701,20.0
433,50.0,1.0,1.0,2.0,14.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,106.0,277.53,11.3,0.0,20.0,0.0,2.4,196489.0,1964.89,1964.89,180.77,20.0
477,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,15.0,300.55,2.1,0.0,0.0,0.0,1.81,82740.0,827.4,827.4,63.71,0.0
478,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,15.0,300.55,4.2,0.0,0.0,0.0,1.15,16873.0,168.73,168.73,12.992,0.0
479,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,15.0,300.55,8.7,0.0,0.0,0.0,0.5,148481.0,1484.81,1484.81,114.33,0.0
483,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,23.0,300.55,3.5,0.0,0.0,0.0,3.29,117379.0,1173.79,1173.79,90.382,0.0
484,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,23.0,300.55,9.4,0.0,0.0,0.0,1.73,188494.0,1884.97,1884.94,145.14,0.0
487,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,27.0,300.55,100.23975722745665,0.0,0.0,0.0,1.92,357446.0,3574.46,3574.46,275.233,0.0
489,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,35.0,300.55,14.0,0.0,0.0,0.0,2.63,35881.0,360.08,358.81,27.628,0.0
492,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,47.0,300.55,14.0,0.0,0.0,0.0,1.55,234108.0,2341.08,2341.08,180.263,0.0
493,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,47.0,300.55,2.8,0.0,0.0,0.0,2.2,82984.0,829.84,829.84,63.898,0.0
494,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,47.0,300.55,4.9,0.0,0.0,0.0,1.53,89350.0,1185.3746742546282,893.5,68.8,0.0
495,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,47.0,300.55,4.9,0.0,0.0,0.0,1.69,171608.0,1716.08,1716.08,132.138,0.0
497,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,51.0,300.55,4.2,0.0,0.0,0.0,2.64,191922.0,1919.22,1919.22,147.78,0.0
499,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,59.0,300.55,11.2,0.0,0.0,0.0,1.12,331544.0,3315.44,3315.44,255.289,0.0
500,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,59.0,300.55,7.7,0.0,0.0,0.0,2.92,149657.0,1496.57,1496.57,115.236,0.0
502,50.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,63.0,300.55,7.7,0.0,0.0,0.0,1.39,145939.0,1459.39,1459.39,112.373,0.0
504,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,71.0,300.55,5.6,0.0,0.0,0.0,1.42,264367.0,2643.67,2643.67,203.563,0.0
506,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,75.0,300.55,13.2,0.0,0.0,0.0,3.34,78931.0,789.31,789.31,60.777,0.0
507,50.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,75.0,300.55,4.8,0.0,0.0,0.0,2.02,80372.0,803.72,803.72,61.886,0.0
