,Region,Zone,District,Enumeration area,Holders ID,Parcel,Field,Field Part,CROP,Owner Type,Extension,Irrigation Used,Seed Type,Any Damage,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,Reason for Not Using Fertilizer,Percent of Field in Use,Area Measure - Day,Area Measure - Month,Local Area Unit,Reason for Not Measuring Area,Production local unit,case$id,Farmers associations,Householde ID,Field Weight,Weight of Non-improved Seed,Local Area Amount,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Square meter,Production Of Condition in Kg
463,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,99.0,99.0,3.0,2.0,40.0,1.010400402165105e+17,4.0,165.0,144.09,16.38,5.0,14544.288280554496,0.0,2683.9,0.0
541,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,16.0,1.0,8.0,50.0,50.0,1.010500301006101e+17,3.0,6.0,155.06,0.71,30.0,855.8,855.8,855.81,0.0
544,1.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,16.0,1.0,8.0,50.0,50.0,1.0105003010061011e+17,3.0,6.0,155.06,0.71,20.0,864.9,864.9,864.91,0.0
640,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,24.0,1.0,6.0,50.0,40.0,1.010500903053101e+17,9.0,53.0,210.42,1.24,10.0,3085.2,3085.2,3085.2,0.0
663,1.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,50.0,4.0,2.0,3.0,50.0,40.0,1.010500903113101e+17,9.0,113.0,210.42,3.84,2.5,7596.0,7596.0,7596.0,0.0
679,1.0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,25.0,1.0,6.0,50.0,40.0,1.010501704003102e+17,17.0,3.0,167.08,1.1,20.0,2153.3,2153.3,2153.3,0.0
683,1.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,26.0,1.0,3.0,50.0,40.0,1.010501704019103e+17,17.0,19.0,167.08,28.5,25.0,27530.4,27530.4,27530.4,0.0
687,1.0,1.0,5.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,28.0,1.0,6.0,50.0,0.0,1.0105017040351011e+17,17.0,35.0,167.08,2.1,10.0,1789.3,1789.3,1789.34,0.0
709,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,5.0,2.0,6.0,50.0,20.0,1.010501704115102e+17,17.0,115.0,167.08,4.0,10.0,3788.2,3788.2,3788.2,0.0
732,1.0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,11.0,2.0,3.0,50.0,40.0,1.010501704195102e+17,17.0,195.0,167.08,2.2,2.5,2542.3,2542.3,2542.3,0.0
1026,1.0,1.0,6.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,1.0,50.0,40.0,1.0106017011291011e+17,17.0,129.0,175.07,1.44,2.5,1707.6,1707.6,1707.6,0.0
1104,1.0,1.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,1.0,2.0,1.0,50.0,40.0,1.0106026030231011e+17,26.0,23.0,165.71,5.0,5.0,3374.1,3374.1,3374.1,0.0
1133,1.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,100.0,2.0,2.0,1.0,50.0,50.0,1.010602603133102e+17,26.0,133.0,165.71,3.5,2.5,2614.3,2614.3,2614.31,0.0
1318,1.0,1.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,18.0,2.0,1.0,50.0,10.0,1.010701803048101e+17,18.0,48.0,143.37,1.62,2.5,1566.4,1566.4,1566.4,0.0
1325,1.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,100.0,18.0,2.0,1.0,50.0,10.0,1.010701803081102e+17,18.0,81.0,143.37,4.86,2.5,3488.7,3488.7,3488.7,0.0
1336,1.0,1.0,7.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,100.0,20.0,2.0,1.0,50.0,10.0,1.010701803114107e+17,18.0,114.0,143.37,2.16,5.0,2340.0,2340.0,2340.0,0.0
1347,1.0,1.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,100.0,20.0,1.0,1.0,50.0,10.0,1.010701803170102e+17,18.0,170.0,143.37,3.24,2.5,3403.8,3403.8,3403.8,0.0
1634,1.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,18.0,2.0,6.0,50.0,40.0,1.0201026021011011e+17,26.0,101.0,258.17,0.25,10.0,848.3,848.3,848.3,0.0
1675,1.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,40.0,99.0,99.0,1.0,1.0,80.0,1.020200205006103e+17,2.0,6.0,231.0,15.0,10.0,14544.288280554496,0.0,4243.4,0.0
1688,1.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,40.0,99.0,99.0,1.0,4.0,80.0,1.020200205069104e+17,2.0,69.0,231.0,10.0,10.0,14544.288280554496,0.0,4243.4,0.0
1697,1.0,2.0,2.0,5.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,25.0,27.0,1.0,1.0,50.0,80.0,1.0202002050921011e+17,2.0,92.0,231.0,8.0,10.0,5850.6,5850.6,5850.6,0.0
1701,1.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,40.0,7.0,2.0,1.0,50.0,80.0,1.0202002051061011e+17,2.0,106.0,231.0,8.0,5.0,2721.3,2721.3,2721.3,0.0
1706,1.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,40.0,7.0,2.0,1.0,50.0,80.0,1.020200205106104e+17,2.0,106.0,231.0,8.0,5.0,2015.2,2015.2,2015.2,0.0
1709,1.0,2.0,2.0,5.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,40.0,7.0,2.0,1.0,50.0,10.0,1.0202002051131011e+17,2.0,113.0,231.0,6.0,10.0,5676.9,5676.9,5676.9,0.0
1721,1.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,25.0,30.0,1.0,1.0,50.0,80.0,1.0202002051491011e+17,2.0,149.0,231.0,10.0,5.0,2671.9,2671.9,2671.9,0.0
1727,1.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,30.0,22.0,2.0,4.0,50.0,80.0,1.020200205163102e+17,2.0,163.0,231.0,1.5,20.0,1097.3,1097.3,1097.3,0.0
1729,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,30.0,22.0,2.0,4.0,50.0,80.0,1.020200205163102e+17,2.0,163.0,231.0,0.5,10.0,953.9,953.9,953.9,0.0
1731,1.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,30.0,22.0,2.0,4.0,50.0,40.0,1.020200205163103e+17,2.0,163.0,231.0,2.8,20.0,1763.3,1763.3,1763.33,0.0
1734,1.0,2.0,2.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,30.0,29.0,1.0,1.0,50.0,80.0,1.020200205163104e+17,2.0,163.0,231.0,5.8,15.0,14544.288280554496,0.0,9080.5,0.0
1736,1.0,2.0,2.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,30.0,22.0,2.0,1.0,50.0,40.0,1.020200205163104e+17,2.0,163.0,231.0,3.5,2.5,861.8,861.8,861.83,0.0
1743,1.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,100.0,2.0,2.0,1.0,50.0,80.0,1.0202002051781011e+17,2.0,178.0,231.0,8.0,2.5,6870.0,6870.0,6870.0,0.0
1748,1.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,25.0,99.0,99.0,1.0,1.0,80.0,1.020200205178104e+17,2.0,178.0,231.0,15.0,10.0,14544.288280554496,0.0,4243.4,0.0
1751,1.0,2.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,50.0,14.0,1.0,4.0,50.0,80.0,1.0202011030021011e+17,11.0,2.0,178.99,1.925,20.0,1114.3,1114.3,1114.3,0.0
1754,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,11.0,1.0,1.0,50.0,80.0,1.020201103002102e+17,11.0,2.0,178.99,11.0,1.3,6231.1,6231.1,6231.1,0.0
1759,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,2.0,3.0,1.0,50.0,80.0,1.020201103014101e+17,11.0,14.0,178.99,4.95,1.2,4705.2,4705.2,4705.2,0.0
1762,1.0,2.0,2.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,4.0,50.0,80.0,1.0202011030141011e+17,11.0,14.0,178.99,5.5,10.0,3749.4,3749.4,3749.4,0.0
1764,1.0,2.0,2.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,50.0,19.0,1.0,1.0,50.0,80.0,1.0202011030141011e+17,11.0,14.0,178.99,4.675,1.2,5076.3,5076.3,5076.3,0.0
1766,1.0,2.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,19.0,1.0,4.0,50.0,80.0,1.0202011030141011e+17,11.0,14.0,178.99,5.5,10.0,3188.1,3188.1,3188.1,0.0
1775,1.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,11.0,1.0,1.0,50.0,80.0,1.020201103032105e+17,11.0,32.0,178.99,8.8,1.2,7826.6,7826.6,7826.6,0.0
1778,1.0,2.0,2.0,3.0,1.0,11.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,12.0,2.0,1.0,50.0,80.0,1.020201103032111e+17,11.0,32.0,178.99,8.8,1.3,9737.6,9737.6,9737.6,0.0
1785,1.0,2.0,2.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,1.0,50.0,80.0,1.0202011030441011e+17,11.0,44.0,178.99,2.2,1.3,3461.9,3461.9,3461.9,0.0
1791,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,67.0,18.0,1.0,1.0,50.0,80.0,1.020201103056101e+17,11.0,56.0,178.99,6.05,1.2,3430.5,3430.5,3430.5,0.0
1794,1.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,23.0,2.0,4.0,50.0,80.0,1.0202011030561011e+17,11.0,56.0,178.99,8.8,10.0,5559.0,5559.0,5559.0,0.0
1805,1.0,2.0,2.0,3.0,1.0,1.0,22.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,23.0,2.0,4.0,50.0,80.0,1.0202011030561013e+17,11.0,56.0,178.99,4.4,20.0,3525.6,3525.6,3525.6,0.0
1807,1.0,2.0,2.0,3.0,1.0,1.0,25.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,4.0,50.0,80.0,1.0202011030561013e+17,11.0,56.0,178.99,2.2,10.0,841.9,841.9,841.9,0.0
1811,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,18.0,1.0,1.0,50.0,80.0,1.020201103062101e+17,11.0,62.0,178.99,4.4,1.3,8855.7,8855.7,8855.7,0.0
1818,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,100.0,2.0,1.0,1.0,50.0,90.0,1.020201103075102e+17,11.0,75.0,178.99,26.4,2.5,9085.0,9697.0,9085.09,0.0
1828,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,4.0,50.0,20.0,1.020201103087101e+17,11.0,87.0,178.99,1.65,10.0,1531.6,1531.6,1531.6,0.0
1834,1.0,2.0,2.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,15.0,1.0,4.0,50.0,20.0,1.020201103087107e+17,11.0,87.0,178.99,2.2,10.0,2933.0,2937.6,2933.0,0.0
1838,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,33.0,26.0,1.0,1.0,50.0,80.0,1.0202011030931011e+17,11.0,93.0,178.99,2.2,1.3,2279.2,2279.2,2279.2,0.0
1840,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,33.0,26.0,1.0,1.0,50.0,20.0,1.020201103093102e+17,11.0,93.0,178.99,2.75,1.3,1065.3,1065.3,1065.3,0.0
1842,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,33.0,26.0,1.0,4.0,50.0,20.0,1.020201103093102e+17,11.0,93.0,178.99,1.65,10.0,969.4,969.4,969.4,0.0
1844,1.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,33.0,26.0,1.0,4.0,50.0,20.0,1.020201103093102e+17,11.0,93.0,178.99,1.1,10.0,1668.1,1668.1,1668.1,0.0
1855,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,4.0,50.0,20.0,1.0202011031051011e+17,11.0,105.0,178.99,1.65,10.0,1011.6,1011.6,1011.6,0.0
1856,1.0,2.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,1.0,50.0,20.0,1.0202011031051011e+17,11.0,105.0,178.99,2.75,1.3,2595.4,2595.4,2595.4,0.0
1862,1.0,2.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,33.0,30.0,2.0,1.0,50.0,80.0,1.0202011031051061e+17,11.0,105.0,178.99,5.5,6.7,5364.5,5364.5,5364.5,0.0
1864,1.0,2.0,2.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,33.0,30.0,2.0,1.0,50.0,80.0,1.0202011031051061e+17,11.0,105.0,178.99,1.65,1.3,2808.4,2808.4,2808.4,0.0
1866,1.0,2.0,2.0,3.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,33.0,15.0,1.0,1.0,50.0,80.0,1.0202011031051061e+17,11.0,105.0,178.99,5.0,2.5,1832.9,1832.9,1832.9,0.0
1875,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,1.0,50.0,80.0,1.020201103124101e+17,11.0,124.0,178.99,5.5,1.3,4763.6,4763.6,4763.6,0.0
1876,1.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,1.0,50.0,80.0,1.0202011031241011e+17,11.0,124.0,178.99,2.75,9999.9,2069.1,2069.1,2069.1,0.0
1880,1.0,2.0,2.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,33.0,15.0,1.0,1.0,50.0,80.0,1.0202011031241011e+17,11.0,124.0,178.99,3.3,2.5,2146.8,2146.8,2146.8,0.0
1893,1.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,15.0,1.0,1.0,50.0,80.0,1.0202011031481011e+17,11.0,148.0,178.99,2.2,1.3,2438.6,2438.6,2438.6,0.0
1899,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,10.0,1.0,1.0,50.0,20.0,1.020201803006101e+17,18.0,6.0,258.72,3.85,1.2,3782.0,3782.0,3782.0,0.0
1907,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,11.0,1.0,1.0,50.0,80.0,1.020201803028102e+17,18.0,28.0,258.72,11.0,6.7,9082.9,9082.9,9082.9,0.0
1909,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,12.0,1.0,1.0,50.0,90.0,1.020201803050102e+17,18.0,50.0,258.72,5.5,1.2,3882.1,3882.1,3882.11,0.0
1912,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,50.0,12.0,1.0,1.0,50.0,80.0,1.020201803061101e+17,18.0,61.0,258.72,13.3,10.0,11983.4,11983.4,11983.4,0.0
1914,1.0,2.0,2.0,3.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,40.0,13.0,1.0,1.0,50.0,80.0,1.0202018030611011e+17,18.0,61.0,258.72,9999.999,5.0,5927.9,5927.9,5927.9,0.0
1919,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,40.0,13.0,1.0,1.0,50.0,90.0,1.020201803083101e+17,18.0,83.0,258.72,12.3,3.3,3366.6,3366.6,3366.61,0.0
1920,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,13.0,1.0,1.0,50.0,90.0,1.020201803083101e+17,18.0,83.0,258.72,16.4,2.5,3744.6,3744.6,3744.61,0.0
1926,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,40.0,14.0,1.0,1.0,50.0,90.0,1.020201803105101e+17,18.0,105.0,258.72,13.75,5.0,5866.8,5866.8,5866.81,0.0
1928,1.0,2.0,2.0,3.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,40.0,15.0,1.0,1.0,50.0,90.0,1.0202018031051011e+17,18.0,105.0,258.72,2.5,1.2,1340.6,1340.6,1340.61,0.0
1929,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,15.0,1.0,1.0,50.0,90.0,1.020201803105102e+17,18.0,105.0,258.72,11.0,5.0,11539.6,11539.6,11539.61,0.0
1933,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,50.0,15.0,1.0,1.0,50.0,90.0,1.020201803116103e+17,18.0,116.0,258.72,10.5,2.5,3136.6,3136.6,3136.61,0.0
1935,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,90.0,19.0,1.0,1.0,50.0,90.0,1.0202018031381011e+17,18.0,138.0,258.72,22.0,2.5,5544.3,5544.3,5544.31,0.0
1939,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,50.0,19.0,1.0,1.0,50.0,90.0,1.020201803160102e+17,18.0,160.0,258.72,10.0,5.0,5752.4,5752.4,5752.41,0.0
