,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevension/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of chemical fertilizer used,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
2392,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,56.0,357.87,1.43,1.972,109.5,42.49,1.972
2397,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,7.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,56.0,357.87,2.92,4.387,246.98999999999998,95.83,4.387
2410,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,74.0,357.87,2.19,1.77,225.28,87.41,1.77
2419,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,104.0,357.87,1.43,1.77,87.06,33.78,1.77
2421,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,104.0,357.87,0.73,1.18,52.6,20.41,1.18
2423,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,104.0,357.87,0.5,0.295,36.58,14.19,0.295
2425,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,7.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,104.0,357.87,0.73,1.18,53.04,20.580000000000002,1.18
2426,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,104.0,357.87,2.19,1.77,339.93,131.89,1.77
2428,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,9.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,104.0,357.87,8.25,12.229,531.87,206.36999999999998,12.229
2434,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,110.0,357.87,0.73,1.18,80.88,31.380000000000003,1.18
2436,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,3.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,110.0,357.87,2.91,2.912,348.40000000000003,135.17999999999998,2.912
2438,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,4.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,110.0,357.87,1.46,3.238,128.74,49.95,3.238
2441,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,122.0,357.87,6.0,4.465,488.35,189.48000000000002,4.465
2442,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,122.0,357.87,7.0,5.047,792.07,307.32,5.047
2443,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,122.0,357.87,2.75,2.329,360.92,140.04000000000002,2.329
2445,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,122.0,357.87,11.25,11.647,591.88,229.65,11.647
2465,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,7.0,357.87,7.0,3.106,467.18,94.84,3.106
2469,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,357.87,10.0,3.882,1063.1599999999999,215.82,3.882
2471,1.0,2.0,2.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,357.87,32.0,15.529,2334.39,473.88000000000005,15.529
2473,1.0,2.0,2.0,13.0,2.0,1.0,1.0,8.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,357.87,18.0,15.529,1134.8500000000001,230.38,15.529
2474,1.0,2.0,2.0,13.0,2.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,357.87,10.0,15.529,1209.02,245.43,15.529
2478,1.0,2.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,19.0,357.87,15.0,6.212,1761.79,357.64,6.212
2479,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,19.0,357.87,10.0,3.882,883.4799999999999,179.35000000000002,3.882
2484,1.0,2.0,2.0,13.0,2.0,1.0,1.0,8.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,19.0,357.87,5.0,7.765,347.84000000000003,70.61,7.765
2485,1.0,2.0,2.0,13.0,2.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,19.0,357.87,7.0,4.659,593.66,120.51,4.659
2489,1.0,2.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,26.0,357.87,15.0,11.647,1055.76,214.32000000000002,11.647
2492,1.0,2.0,2.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,26.0,357.87,10.0,15.529,871.6,176.94,15.529
2495,1.0,2.0,2.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,38.0,357.87,30.0,19.411,1589.73,322.71999999999997,19.411
2499,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,45.0,357.87,4.0,2.329,181.17999999999998,36.78,2.329
2502,1.0,2.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,45.0,357.87,15.0,19.411,575.07,116.74,19.411
2503,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,45.0,357.87,4.0,11.647,476.63,96.76,11.647
2504,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,57.0,357.87,3.0,12.423,99.5,20.200000000000003,12.423
2505,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,57.0,357.87,6.0,13.2,549.0500000000001,111.46000000000001,13.2
2506,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,57.0,357.87,8.0,7.765,360.52,73.19,7.765
2510,1.0,2.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,63.0,357.87,20.0,19.411,1051.27,213.41000000000003,19.411
2512,1.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,75.0,357.87,35.0,15.529,1866.13,378.82,15.529
2514,1.0,2.0,2.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,75.0,357.87,15.0,7.765,1138.9299999999998,231.2,7.765
2519,1.0,2.0,2.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,81.0,357.87,25.0,20.964,2322.35,471.44000000000005,20.964
2525,1.0,2.0,2.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,93.0,357.87,25.0,23.294,1786.47,362.65,23.294
2530,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,99.0,357.87,8.0,12.423,610.1,123.85,12.423
2531,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,99.0,357.87,12.0,10.87,600.56,121.91000000000001,10.87
2533,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,99.0,357.87,5.0,5.435,332.59999999999997,67.52,5.435
2536,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,112.0,357.87,3.0,5.435,97.66000000000001,19.830000000000002,5.435
2543,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,118.0,357.87,6.0,10.87,280.74,56.989999999999995,10.87
2544,1.0,2.0,2.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,118.0,357.87,5.0,7.765,344.46,69.93,7.765
2548,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,118.0,357.87,5.0,11.647,297.43,60.38,11.647
2553,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,130.0,357.87,6.0,6.212,507.36999999999995,103.0,6.212
2554,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,130.0,357.87,4.0,7.765,355.86,72.24000000000001,7.765
2555,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,3.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,130.0,357.87,3.0,7.765,384.31,78.02,7.765
2565,1.0,2.0,2.0,13.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,148.0,357.87,20.0,15.529,1302.05,264.32000000000005,15.529
2569,1.0,2.0,2.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,166.0,357.87,10.0,19.411,789.8199999999999,160.32999999999998,19.411
2571,1.0,2.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,166.0,357.87,25.0,11.647,1956.96,397.26,11.647
2572,1.0,2.0,2.0,13.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,166.0,357.87,6.0,3.882,953.6999999999999,193.6,3.882
2578,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,172.0,357.87,48.0,23.294,2965.4599999999996,601.99,23.294
2582,1.0,2.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,172.0,357.87,24.0,15.529,936.37,190.08,15.529
2584,1.0,2.0,2.0,13.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,184.0,357.87,25.0,11.647,1338.1399999999999,271.64,11.647
2586,1.0,2.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,184.0,357.87,15.0,11.647,1777.56,360.84999999999997,11.647
2589,1.0,2.0,2.0,17.0,3.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,357.87,22.5,5.901,1180.76,344.78,5.901
2593,1.0,2.0,2.0,17.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,357.87,31.25,11.74,2953.5899999999997,862.4499999999999,11.74
2597,1.0,2.0,2.0,17.0,3.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,357.87,8.25,0.0,290.79,84.91,0.0
