,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Holder Condition,Production Of Condition in Kg,Fertilizer Quantity
2224,1.0,2.0,2.0,15.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,140.0,501.17,15.0,15.0,0.0,10.0,0.0,261.75,0.12,0.0,75.145,25.0
2234,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,3.0,330.88,13.33,12.5,0.0,12.5,0.0,1869.0,1.0,0.0,347.591,25.0
2236,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,3.0,330.88,7.33,7.0,0.0,7.0,0.0,1357.0,0.5,0.0,252.371,14.0
2237,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,6.0,330.88,13.33,12.0,0.0,0.0,0.0,1267.55,0.5,0.0,235.736,12.0
2238,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,25.0,330.88,20.0,25.0,0.0,15.0,0.0,1241.15,0.5,0.0,230.824,40.0
2240,1.0,2.0,2.0,20.0,10.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,41.0,330.88,15.0,5.0,0.0,5.0,0.0,157.15,0.5,0.0,29.225,10.0
2241,1.0,2.0,2.0,20.0,10.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,41.0,330.88,20.0,7.5,0.0,7.5,0.0,1097.95,0.5,0.0,204.193,15.0
2243,1.0,2.0,2.0,20.0,10.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,41.0,330.88,13.33,7.5,0.0,7.5,0.0,216.05,2.0,0.0,40.18,15.0
2246,1.0,2.0,2.0,20.0,10.0,2.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,44.0,330.88,8.0,6.5,0.0,6.5,0.0,1022.0,4.0,0.0,190.068,13.0
2248,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,55.0,330.88,25.0,15.0,0.0,15.0,0.0,1837.4,1.0,0.0,341.713,30.0
2251,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,63.0,330.88,13.33,10.0,0.0,10.0,0.0,1379.8,0.5,0.0,256.61,20.0
2252,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,63.0,330.88,6.67,10.5,0.0,10.5,0.0,924.65,4.0,0.0,171.964,21.0
2254,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,63.0,330.88,6.67,5.0,0.0,5.0,0.0,866.05,4.0,0.0,161.065,10.0
2255,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,63.0,330.88,6.67,5.0,0.0,5.0,0.0,766.3,4.0,0.0,142.514,10.0
2259,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,100.0,88.0,330.88,6.67,15.0,0.0,0.0,0.0,312.35,1.0,0.0,58.09,15.0
2260,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,95.0,330.88,24.3005192083958,12.5,0.0,12.5,0.0,2727.8,1.0,0.0,507.307,25.0
2261,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,95.0,330.88,24.3005192083958,7.5,0.0,7.5,0.0,1357.0,0.5,0.0,252.371,15.0
2267,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,95.0,330.88,24.3005192083958,10.0,0.0,10.0,0.0,1097.95,0.5,0.0,204.193,20.0
2268,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,95.0,330.88,24.3005192083958,10.0,0.0,10.0,0.0,1403.0,0.5,0.0,260.925,20.0
2272,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,109.0,330.88,13.33,10.0,0.0,10.0,0.0,767.5,4.0,0.0,142.738,20.0
2273,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,109.0,330.88,10.0,10.0,0.0,10.0,0.0,489.95,2.0,0.0,91.12,20.0
2276,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,117.0,330.88,33.33,18.0,0.0,18.0,0.0,2720.95,1.0,0.0,506.034,36.0
2279,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,117.0,330.88,13.33,5.0,0.0,5.0,0.0,493.5,3.0,0.0,91.78,10.0
2281,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,123.0,330.88,12.0,7.5,0.0,7.5,0.0,832.3,5.0,0.0,154.789,15.0
2282,1.0,2.0,2.0,20.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,127.0,330.88,20.0,25.0,0.0,0.0,0.0,1439.05,0.5,0.0,267.63,25.0
2284,1.0,2.0,2.0,20.0,10.0,2.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,133.0,330.88,25.0,8.0,0.0,8.0,0.0,1269.55,0.5,0.0,236.107,16.0
2304,1.0,2.0,2.0,25.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,23.0,495.2,2.0,2.0,0.0,2.0,0.0,198.8,2.0,0.0,34.819,4.0
2366,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,50.0,4.0,457.37,1.76,1.15,0.0,1.1,0.0,85.2,3.0,0.0,23.383,2.25
2368,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,50.0,4.0,457.37,1.65,1.46,0.0,1.42,0.0,116.05,3.0,0.0,31.851,2.88
2372,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,457.37,13.96,2.2,0.0,2.28,0.0,929.75,0.5,0.0,255.171,4.48
2373,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,8.0,457.37,6.57,3.96,0.0,3.76,0.0,356.15,5.0,0.0,97.746,7.72
2376,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,12.0,457.37,17.52,0.0,0.0,0.0,0.0,2882.65,1.25,0.0,791.147,0.0
2378,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,50.0,12.0,457.37,7.5,0.0,0.0,0.0,0.0,763.03,1.0,0.0,209.415,0.0
2384,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,20.0,457.37,7.4,2.19,0.0,1.94,0.0,393.1,7.0,0.0,107.886,4.13
2388,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,50.0,20.0,457.37,3.65,3.22,0.0,3.76,0.0,183.63,6.0,0.0,50.398,6.98
2389,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,20.0,457.37,23.68,8.65,0.0,8.44,0.0,542.15,0.25,0.0,148.794,17.09
2391,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,20.0,457.37,12.33,8.57,0.0,8.68,0.0,348.05,0.5,0.0,95.523,17.25
2394,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,24.0,457.37,12.8,3.65,0.0,3.68,0.0,642.4,0.25,0.0,176.308,7.33
2397,1.0,2.0,3.0,4.0,5.0,2.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,24.0,457.37,5.84,2.76,0.0,2.56,0.0,276.8,0.25,0.0,75.969,5.32
2400,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,50.0,28.0,457.37,2.84,1.08,0.0,1.28,0.0,161.15,5.0,0.0,44.228,2.3600000000000003
2402,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,28.0,457.37,6.74,2.89,0.0,2.78,0.0,386.8,6.0,0.0,106.158,5.67
2403,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,28.0,457.37,6.58,3.42,0.0,3.31,0.0,459.95,7.0,0.0,126.233,6.73
2404,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,28.0,457.37,2.21,1.41,0.0,1.3,0.0,109.0,2.0,0.0,29.915,2.71
2405,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,28.0,457.37,5.58,2.38,0.0,2.23,0.0,333.25,4.0,0.0,91.461,4.609999999999999
2407,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,28.0,457.37,4.98,4.23,0.0,4.29,0.0,386.43,0.25,0.0,106.056,8.52
2408,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,32.0,457.37,12.5,3.96,0.0,3.96,0.0,409.5,6.0,0.0,112.388,7.92
2409,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,32.0,457.37,4.36,2.48,0.0,2.92,0.0,153.45,4.0,0.0,42.114,5.4
2411,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,32.0,457.37,22.63,3.7,0.0,4.76,0.0,499.23,0.5,0.0,137.014,8.46
2414,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,32.0,457.37,16.79,9.96,0.0,9.18,0.0,727.63,0.5,0.0,199.699,19.14
2417,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,32.0,457.37,17.89,5.7,0.0,5.76,0.0,1092.6,1.25,0.0,299.865,11.46
2419,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,32.0,457.37,14.25,6.74,0.0,6.66,0.0,518.7,0.5,0.0,142.357,13.4
2424,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,40.0,457.37,6.5,13.0,0.0,15.0,0.0,383.5,0.5,0.0,105.252,28.0
2428,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,44.0,457.37,5.84,2.72,0.0,3.84,0.0,365.1,4.0,0.0,100.202,6.5600000000000005
2430,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,44.0,457.37,7.7,7.84,0.0,7.36,0.0,583.58,0.5,0.0,160.164,15.2
2432,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,49.0,457.37,9.8,6.25,0.0,6.25,0.0,425.2,5.0,0.0,116.696,12.5
2437,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,57.0,457.37,4.44,1.19,0.0,2.14,0.0,214.05,4.0,0.0,58.747,3.33
2439,1.0,2.0,3.0,4.0,5.0,2.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,57.0,457.37,5.25,2.65,0.0,2.76,0.0,292.05,0.25,0.0,80.154,5.41
2441,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,57.0,457.37,5.2,4.3,0.0,4.92,0.0,161.55,3.0,0.0,44.338,9.219999999999999
2444,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,50.0,61.0,457.37,4.88,1.16,0.0,1.84,0.0,202.73,6.0,0.0,55.64,3.0
2447,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,50.0,61.0,457.37,7.8,9.1,0.0,8.6,0.0,500.65,0.5,0.0,137.404,17.7
2449,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,61.0,457.37,16.44,8.36,0.0,8.44,0.0,1167.2,0.5,0.0,320.339,16.799999999999997
2451,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,61.0,457.37,11.95,12.5,0.0,12.36,0.0,892.25,1.0,0.0,244.879,24.86
2453,1.0,2.0,3.0,4.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,61.0,457.37,2.95,2.5,0.0,2.5,0.0,211.95,7.0,0.0,58.169,5.0
2454,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,65.0,457.37,15.2,0.0,0.0,0.0,0.0,1671.4,1.0,0.0,458.718,0.0
2455,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,65.0,457.37,2.86,0.0,0.0,0.0,0.0,212.35,3.0,0.0,58.279,0.0
2458,1.0,2.0,3.0,4.0,5.0,2.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,69.0,457.37,9.67,4.45,0.0,4.57,0.0,400.95,0.25,0.0,110.04,9.02
2459,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,69.0,457.37,11.68,2.69,0.0,2.73,0.0,454.8,6.0,0.0,124.821,5.42
2460,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,69.0,457.37,3.55,1.62,0.0,1.58,0.0,156.9,3.0,0.0,43.062,3.2
2462,1.0,2.0,3.0,4.0,5.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,69.0,457.37,1.11,0.0,0.0,0.0,0.0,79.55,1.0,0.0,21.833,0.0
2468,1.0,2.0,3.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,73.0,457.37,2.96,1.44,0.0,1.84,0.0,137.45,2.0,0.0,37.723,3.2800000000000002
