,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
19,50.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,32.0,337.32,39.36,0.0,0.0,0.0,0.0,6152.4,6.0,1375.05,0.0
22,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,40.0,337.32,24.6,0.0,0.0,0.0,0.0,4292.2,2.0,959.299,0.0
23,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,100.0,2.0,0.0,40.0,337.32,39.36,0.0,0.0,0.0,50.0,6088.05,8.0,1360.668,50.0
24,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,44.0,337.32,19.68,0.0,0.0,0.0,0.0,5512.1,4.0,1231.944,0.0
27,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,49.0,337.32,9.84,0.0,0.0,0.0,0.0,5179.4,1.0,1157.587,0.0
29,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,49.0,337.32,12.4,0.0,0.0,0.0,0.0,6047.4,1.0,1351.583,0.0
31,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,53.0,337.32,9.84,0.0,0.0,0.0,0.0,5289.1,3.0,1182.104,0.0
32,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,53.0,337.32,9.84,0.0,0.0,0.0,0.0,3262.25,2.0,729.107,0.0
34,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,57.0,337.32,39.36,0.0,0.0,0.0,0.0,6067.95,3.0,1356.175,0.0
36,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,57.0,337.32,39.36,0.0,0.0,0.0,0.0,6088.05,4.0,1360.668,0.0
38,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,61.0,337.32,39.36,0.0,0.0,0.0,0.0,6088.05,7.0,1360.668,0.0
39,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,65.0,337.32,19.68,0.0,0.0,0.0,0.0,2862.35,3.0,639.73,0.0
42,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,65.0,337.32,9.84,0.0,0.0,0.0,0.0,4782.3,2.0,1068.835,0.0
43,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,65.0,337.32,9.84,0.0,0.0,0.0,0.0,6088.05,2.0,1360.668,0.0
46,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,69.0,337.32,4.92,0.0,0.0,0.0,0.0,1147.0,1.0,256.352,0.0
47,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,100.0,2.0,0.0,69.0,337.32,9.84,0.0,0.0,0.0,0.0,6088.05,3.0,1360.668,0.0
50,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,77.0,337.32,8.2,0.0,0.0,0.0,0.0,1147.6,1.0,256.486,0.0
51,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,100.0,2.0,0.0,81.0,337.32,19.68,0.0,0.0,0.0,0.0,5135.15,2.0,1147.697,0.0
53,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,1.0,311.53,14.0,0.0,0.0,0.0,0.0,563.25,2.0,144.904,0.0
54,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,0.0,5.0,311.53,5.0,0.0,0.0,4.0,0.0,435.8,5.0,112.116,4.0
55,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,0.0,5.0,311.53,1.0,0.0,0.0,4.0,0.0,498.8,5.0,128.323,4.0
56,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,0.0,5.0,311.53,1.0,0.0,0.0,2.0,0.0,468.1,3.0,120.425,2.0
57,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,0.0,5.0,311.53,1.0,0.0,0.0,1.0,0.0,436.15,3.0,112.206,1.0
59,50.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,0.0,5.0,311.53,2.0,0.0,0.0,20.0,0.0,227.7,150.0,58.579,20.0
60,50.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,1.0,3.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,0.0,5.0,311.53,1.5,0.0,0.0,15.0,0.0,256.55,1.0,66.001,15.0
61,50.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,0.0,5.0,311.53,1.5,0.0,0.0,15.0,0.0,195.6,1.0,50.321,15.0
63,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,9.0,311.53,10.0,25.0,0.0,25.0,0.0,321.45,1.5,82.698,50.0
64,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,311.53,6.0,25.0,0.0,100.0,0.0,769.85,1.0,198.055,125.0
65,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,311.53,6.0,4.0,0.0,6.0,0.0,804.55,1.0,206.982,10.0
66,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,311.53,5.0,4.0,0.0,6.0,0.0,841.4,1.0,216.462,10.0
70,50.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,311.53,4.0,4.0,0.0,4.0,0.0,521.35,0.5,134.125,8.0
71,50.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,1.0,3.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,311.53,6.0,4.0,0.0,6.0,0.0,506.5,0.5,130.304,10.0
72,50.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,311.53,8.0,4.0,0.0,8.0,0.0,535.1,0.5,137.662,12.0
75,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,100.0,2.0,0.0,17.0,311.53,18.0,25.0,0.0,100.0,0.0,1136.95,4.0,292.496,125.0
76,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,21.0,311.53,8.0,50.0,0.0,50.0,0.0,135.95,2.0,34.975,100.0
78,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,25.0,311.53,18.0,0.0,0.0,50.0,0.0,972.35,4.0,250.151,50.0
80,50.0,1.0,1.0,1.0,7.0,10.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,29.0,311.53,6.0,0.0,0.0,40.0,0.0,548.15,2.0,141.019,40.0
82,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,33.0,311.53,13.0,20.0,0.0,20.0,0.0,472.5,3.0,121.557,40.0
84,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,37.0,311.53,18.0,25.0,0.0,100.0,0.0,254.8,2.0,65.551,125.0
85,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,41.0,311.53,2.0,0.0,0.0,12.0,0.0,102.85,5.0,26.46,12.0
87,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,50.0,311.53,18.0,20.0,0.0,20.0,0.0,311.6,4.0,80.163,40.0
88,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,55.0,311.53,8.0,0.0,0.0,0.0,0.0,285.0,1.0,73.32,0.0
89,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,55.0,311.53,8.0,0.0,0.0,0.0,0.0,227.15,0.5,58.438,0.0
91,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,60.0,311.53,6.0,0.0,0.0,25.0,0.0,304.85,1.0,78.427,25.0
93,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,64.0,311.53,22.0,0.0,0.0,50.0,0.0,2974.7,4.0,765.283,50.0
94,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,100.0,2.0,0.0,64.0,311.53,16.0,0.0,0.0,50.0,0.0,1450.0,3.0,373.033,50.0
96,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,68.0,311.53,18.0,50.0,0.0,50.0,0.0,356.85,1.5,91.805,100.0
97,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,72.0,311.53,18.0,100.0,0.0,25.0,0.0,619.55,3.0,159.388,125.0
100,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,76.0,311.53,44.0,0.0,0.0,50.0,0.0,580.8,4.0,149.419,50.0
102,50.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,80.0,311.53,6.0,25.0,0.0,25.0,0.0,638.3,4.0,164.212,50.0
103,50.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,80.0,311.53,6.0,25.0,0.0,25.0,0.0,604.55,4.0,155.529,50.0
105,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,3.0,309.15,8.0,0.0,0.0,0.0,0.0,2677.5,2.0,1132.256,0.0
106,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,3.0,309.15,9.0,0.0,0.0,0.0,0.0,2627.75,2.0,1111.216,0.0
107,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,3.0,309.15,15.0,0.0,0.0,0.0,0.0,3743.2,4.0,1582.916,0.0
108,50.0,1.0,1.0,1.0,9.0,10.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,3.0,309.15,6.0,0.0,0.0,0.0,0.0,2389.3,2.0,1010.382,0.0
110,50.0,1.0,1.0,1.0,9.0,10.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,2.0,0.0,8.0,309.15,5.0,12.5,12.5,0.0,0.0,303.65,0.5,128.407,25.0
112,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,2.0,0.0,13.0,309.15,6.0,13.0,20.0,0.0,0.0,3457.4,3.0,1462.057,33.0
114,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,18.0,309.15,3.0,0.0,0.0,0.0,0.0,1828.9,1.0,773.402,0.0
115,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,18.0,309.15,6.0,0.0,0.0,0.0,0.0,3212.25,2.0,1358.389,0.0
116,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,18.0,309.15,2.0,0.0,0.0,0.0,0.0,789.25,0.5,333.757,0.0
117,50.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,23.0,309.15,6.0,0.0,0.0,0.0,0.0,4280.5,6.0,1810.129,0.0
